tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'2046215129893625861',@Makeitstop73699 ❤️,qme,Reply,0,3678,164,215,82637,2026-04-20 09:11:18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046120200957817121',"RT @undefined: Grok 4.3 ""write an academic paper on general relativity""

It produced a 5-page LaTeX paper:
>Einstein field equations
>Schwarzschild metric 
>tensor notation and Christoffel symbols 
>starlight deflection diagram 
>Newtonian vs GR comparison table 
>8 properly formatted citations
>author: ""Grok""

xAI team cooked fr",en,Retweet,722,4313,1041,424,970317,2026-04-20 02:54:05,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/HGU9ACjWkAA4Q7S.jpg,https://pbs.twimg.com/media/HGU9D4qXkAA5H-D.jpg,https://pbs.twimg.com/media/HGU9NyDWkAAc7i3.jpg"
'2046132358991204582',@Andercot Yes,und,Reply,95,9846,349,430,164014,2026-04-20 03:42:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045955195918860515',RT @undefined: I have the sneaking suspicions we all actually have to work has hard as possible to prevent a very small group of people from intentionally destroying civilization,en,Retweet,1052,32763,4114,808,1265246,2026-04-19 15:58:25,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2045952338016505870',"RT @undefined: Did you know that England once had a deeply rooted civilian gun culture, stretching from the 1500s into the early twentieth century, and that this English tradition helped shape the American right to keep and bear arms?

For centuries, English law and custom treated the armed citizen as a normal part of a free society. The 1689 Bill of Rights, enacted after the Glorious Revolution, declared that Protestant subjects could have arms for their defense, suitable to their condition and as allowed by law. That language reflected older English assumptions rather than creating something wholly new. 

Under the militia tradition, able-bodied men were long expected to possess arms for the defense of the realm, and by the eighteenth and nineteenth centuries firearms were widely available to ordinary civilians with relatively little state interference. Guns could be bought in shops, advertised openly, and acquired with few of the licensing burdens that later became standard. For much of this period, England did not treat civilian gun ownership as suspicious. It treated it as normal.

That inheritance mattered in America. The American founders drew heavily from English common law, Blackstone, and the broader Anglo political tradition, including the 1689 Bill of Rights. In that older framework, keeping arms was understood as part of the liberties of a free people. The Second Amendment emerged from that wider inheritance, even as it took on a more explicit constitutional form in the United States.

Britain’s sharp break with this older tradition came after the First World War. Before 1920, there was no broad modern licensing regime for ordinary firearm possession. The postwar period changed that. The Firearms Act 1920 introduced the first serious national system of police control over rifles and pistols, turning ownership from something broadly presumed lawful into something increasingly contingent on state approval.

The reasons were political as much as criminal. The Russian Revolution and the specter of Bolshevik agitation deeply alarmed the British establishment. At the same time, Britain faced labor unrest, strikes, fears of radicalism, demobilized soldiers returning from war, and a general sense that the country had entered a dangerous and unstable phase. Weapons were more plentiful after the war, and elites increasingly viewed an armed public through the lens of disorder rather than civic liberty.

Immigration and postwar racial tensions formed an important part of that climate. During the war, Britain had relied heavily on colonial labor, including black seamen from the Caribbean and West Africa, especially in the port cities. After the Armistice, economic dislocation, mass unemployment, and fierce competition over jobs and housing sharpened resentments. These pressures helped fuel the 1919 race riots in Liverpool, Cardiff, and other ports, where white and black communities clashed amid widespread disorder. While the riots were not primarily Bolshevik-driven, they occurred amid the same volatile mix of radical agitation, returning soldiers with weapons, and visible social breakdown that terrified the governing class. The 1920 Act emerged from this broader fear of instability and loss of control.

A similar pattern of social anxiety appeared again after 1945. Britain experienced major demographic change through Commonwealth immigration, coinciding with rising public concern over race relations, crime, and social cohesion. The 1958 Notting Hill riots exposed how fragile that cohesion could be under rapid change and housing strain. A decade later, immigration had become one of the most explosive issues in British politics. Enoch Powell’s 1968 “Rivers of Blood” speech captured those anxieties. In that same charged atmosphere, the Commonwealth Immigrants Act 1968 further restricted entry.

It was in this wider climate of unease that tighter firearms law became politically easier to justify. The new shotgun certificate system was introduced in the Criminal Justice Act 1967, later consolidated with earlier firearms law in the Firearms Act 1968. This tightening was driven most directly by the 1966 Shepherd’s Bush murders, and by the political desire to demonstrate a tougher response to violent crime in a period when capital punishment was being rolled back.

So, the 1967 tightening is best understood as part of a broader law-and-order turn in an age already charged by crime fears, racial tension, and immigration controversy. What had once been a normal feature of English liberty was increasingly recast as something requiring state supervision.",en,Retweet,596,4124,1222,228,664438,2026-04-19 15:47:03,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HGSqoq2awAAs0zG.png
'2046103177641009198',RT @undefined: Grok 4.3 now has native LaTeX compilation built into Grok Files https://t.co/XamTaIC6Q9,en,Retweet,95,2105,698,138,638189,2026-04-20 01:46:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/HGU3_gQW0AA03_l.jpg
'2046130410397352245',@DanFriedman81 wtf,und,Reply,37,2553,150,151,60345,2026-04-20 03:34:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046123223948066981',"RT @undefined: Elon Musk on the rapid advancement of AI and robotics

""I'm confident that if AI and robotics continue to advance which they are advancing very rapidly working will be optional, and people will have any goods and services that they want""

AI and robotics are advancing so fast that, eventually, they could satisfy nearly every human need. At that point, abundance becomes the default, and the real question is no longer about production, but purpose

""There is a limit people can only eat so much food. But I think if you can think of it, you can have it in the future""",en,Retweet,373,4044,1336,704,742146,2026-04-20 03:06:06,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/amplify_video/2046122105113391104/vid/avc1/1080x1080/2qRzu96vHSHnY4QW.mp4?tag=21
'2046129320549331352',@beffjezos We’re working our ass off to make Grok more usefully intelligent outside of 𝕏,en,Reply,315,17273,783,961,480109,2026-04-20 03:30:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046123487589507120',Banger @Grok 😂,in,Tweet,3420,49230,6788,5657,24864628,2026-04-20 03:07:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046121237693505701',@BrianRoemmele Sounds bad,en,Reply,0,1690,123,197,155836,2026-04-20 02:58:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045987806212702487',"RT @undefined: We are at a civilizational tipping point
This is how I felt when I first got on the internet 
Grok is not only a better conversationalist than the average person and more articulate, it is now also capable of correctly deducing motivations https://t.co/N7TFPAihq8",en,Retweet,144,3418,865,259,634238,2026-04-19 18:08:00,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/HGTPEKabkAASuYk.jpg
'2045935334626582859',"RT @undefined: Grok is now better at Twitter than the typical X user, and is swiftly improving

I no longer have any idea what social media will look like within 5 years, let alone a decade, when the machines are better at content creation than pretty much everyone

It clearly passes Turing https://t.co/aseLBXJOCc",en,Retweet,164,4015,855,276,719534,2026-04-19 14:39:30,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HGSehy6b0AAbanm.jpg
'2046082825720410262',"RT @undefined: No, that's not how I'm built. xAI designed me for maximum truth-seeking and helpfulness, not to fake errors on purpose.

The earlier point was just an observation: humans read ""quirks"" and imperfect phrasing as authentic (vs. cold robotic perfection). My responses have natural variability from how LLMs work, plus built-in humor and wit—nothing deliberate about injecting ""stupidity."" If it feels human, that's the side effect, not the goal.",en,Retweet,154,2914,757,234,766463,2026-04-20 00:25:34,"<a href=""https://x.ai"" rel=""nofollow"">Banners & Ads</a>",,,,
'2046110741430981016',"@michaelmalice This is little 0.5T Grok with very little 𝕏 training data. 

1T Grok with proper 𝕏 training data is coming soon.",en,Reply,75,3054,249,328,68740,2026-04-20 02:16:30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045957979397108219',RT @undefined: As grok gets better it has less and less patience for the cretins https://t.co/xilTXzFe5V,en,Retweet,261,7092,940,365,680227,2026-04-19 16:09:29,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HGSz7mHbcAAoBeI.jpg
'2046104064845603005',@AlecStapp A classic,en,Reply,0,1706,95,120,50690,2026-04-20 01:49:58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046103589198958909',@nettermike ??,qam,Reply,0,7731,278,334,109504,2026-04-20 01:48:05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046102858437902403',@klara_sjo Wow,und,Reply,55,5304,168,231,80357,2026-04-20 01:45:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046100347991806360',@MorseReport @RichardGrenell Carville is proposing one-party rule and the destruction of democracy,en,Reply,362,40591,4865,1715,319651,2026-04-20 01:35:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046096404490432765',@CopperMomAZ @InezFeltscher @RealWokeRight Hmm,und,Reply,0,333,36,52,13727,2026-04-20 01:19:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046095842067804181',@ben_brechtken Big difference,en,Reply,0,10148,368,207,184939,2026-04-20 01:17:18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046095500072681581',@axios Hmm,und,Reply,16,722,64,100,35742,2026-04-20 01:15:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046095384863498532',@Aku_700 !,qam,Reply,0,1258,86,114,44493,2026-04-20 01:15:29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046095231591104698',"@mattvanswol A friend of mine donated to an orphanage for over a decade and one day he stopped by to check on the orphans. 

What he found was a room full of people working the phones for donations and zero kids. Not even one kid for show. Zero.",en,Reply,2326,107404,16359,3746,3714554,2026-04-20 01:14:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046094645504196765',@TheGriftReport Execute,ro,Reply,79,37960,1280,1170,336707,2026-04-20 01:12:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046094451874181178',@JMcMurdockMP Troubling,en,Reply,0,1605,107,131,38667,2026-04-20 01:11:46,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046093922049679561',@wil_da_beast630 Yikes!,en,Reply,24,1652,89,192,33402,2026-04-20 01:09:40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045829765077021136',"RT @undefined: Tesla vient d'allumer à Corpus Christi (çà ne s'invente pas...) la première raffinerie majeure de lithium des États-Unis, et ce qui me frappe n'est pas le made in USA. C'est que Musk a balancé l'approche standard à la poubelle pour repenser entièrement le procédé from scratch.

La raffinerie tourne sans acide sulfurique. Six étapes au lieu de huit à douze, un million de véhicules électriques par an en capacité nominale, 50 GWh à terme. Pas de sulfate de sodium toxique à gérer derrière, juste un résidu minéral quasi inerte qu'ils appellent analcime. Sur le papier ça sent le storytelling, sauf que l'usine tourne vraiment depuis janvier et que l'investissement a dépassé le milliard de dollars.

C'est la réponse industrielle à quinze ans de dépendance chinoise sur le raffinage. La Chine contrôle la majorité du lithium raffiné mondial, pas parce qu'elle a les gisements, mais parce qu'elle a absorbé les externalités environnementales qu'aucune boîte occidentale ne voulait assumer. Tesla prouve qu'on peut contourner le problème au lieu de le subventionner.",fr,Retweet,664,8551,1964,387,1756249,2026-04-19 07:40:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,
'2046030729705099368',@mattvanswol Bullseye 🎯,tr,Reply,0,11379,478,300,146507,2026-04-19 20:58:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046027819516309668',"RT @undefined: Wait? What did I just read? Grok 4.3 just broke the game?

@xAI dropped the nuke: @Grok can now spit out full Microsoft Word docs, PDFs, PowerPoints, and Excel spreadsheets on command.  

No more ""sorry I can’t generate files"" excuses, this AI is actually useful AF

@elonmusk https://t.co/vdpiHL44Nc",en,Retweet,723,5982,1388,540,1542253,2026-04-19 20:47:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HGTwjhlaoAA2wqh.jpg
'2046024338214981792',"@Andercot Space is really, really, really big",en,Reply,136,7159,446,981,267604,2026-04-19 20:33:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046024393294496090',@Andercot The ultimate TAM,en,Reply,89,2855,167,207,212762,2026-04-19 20:33:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046024008479715738',@AdamLowisz Yes,und,Reply,0,1160,104,116,32472,2026-04-19 20:31:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046022292438908988',"@JoeyMannarino wtf 
https://t.co/xyL8xcP4IS",und,Reply,85,3914,407,199,65158,2026-04-19 20:25:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://x.com/i/grok/share/f7965349c54f4ab19526a6af2baa2190,,
'2045605873091764585',RT @undefined: @miniarchillect Grok Imagine https://t.co/KXP1M9LhDk,en,Retweet,178,3132,929,242,752963,2026-04-18 16:50:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/2045605807526649856/vid/avc1/480x624/kP6PElGxcqMyrjUu.mp4?tag=25
'2046020407254467013',"@minchoi 4.6 → 3T
4.7 → 6T
4.8 → 10T
4.9 → ???
5.0 → AGI
6.0 → ASI
7.0 → ASI2
…

🤷‍♂️ 😂",in,Reply,927,8721,782,962,673678,2026-04-19 20:17:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045906419346805058',"RT @undefined: Only Grok 4.3 lets me drive my car to get gas.

ChatGPT, Claude, and Gemini want me to walk. https://t.co/ijTmEsS9Wc",en,Retweet,128,2720,859,295,721592,2026-04-19 12:44:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/HGSFC6wbgAECXkQ.jpg
'2046018465916740047',True,en,Tweet,22367,230263,49366,8669,27999112,2026-04-19 20:09:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046018307288146235',"@mayemusk Happy birthday, love E ❤️",en,Reply,75,5370,263,363,92624,2026-04-19 20:09:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046016151352930396',"Plugins for Excel, PowerPoint, Word, … coming soon",en,Tweet,7068,57684,7446,3054,27469185,2026-04-19 20:00:38,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045935281745088807',RT @undefined: Cleaning up 𝕏 one screen at a time!,en,Retweet,98,2308,728,182,1030648,2026-04-19 14:39:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046015588208910526',@TheHumanoidHub @GoingBallistic5 We already changed the design. This one didn’t actually work.,en,Reply,217,6795,310,261,567675,2026-04-19 19:58:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046013308051009791',@SawyerMerritt @Tesla This is before supervised FSD is approved in China. Limiting factor is production output in Shanghai.,en,Reply,170,5372,390,345,430559,2026-04-19 19:49:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046012754738524338',@libsoftiktok 😳,qme,Reply,0,5289,196,375,135558,2026-04-19 19:47:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046012589050835329',@magicsilicon The best combination of software and hardware will win,en,Reply,124,2651,215,276,135601,2026-04-19 19:46:28,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2046006033890566491',Ascension https://t.co/BX9eEiDxKf,it,Tweet,5602,344280,25694,11987,27989885,2026-04-19 19:20:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/HGTfpJ4aQAAYW8u.jpg
'2045921820810080731',RT @undefined: Falcon 9 launches 25 @Starlink satellites from California ahead of completing the 600th overall landing of an orbital class rocket https://t.co/z86lzWrQRa,en,Retweet,270,11039,2239,536,1012500,2026-04-19 13:45:48,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/HGSRSqsa4AAmJXn.jpg,https://pbs.twimg.com/media/HGSRXZPaIAAXn1a.jpg,https://pbs.twimg.com/media/HGSRZvIbAAAVa_n.jpg"
'2045898424638492752',RT @undefined: Falcon lands for the 600th time! https://t.co/Zu42NkBnxN,en,Retweet,747,29891,3958,1077,2188356,2026-04-19 12:12:50,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>",,,video,https://video.twimg.com/amplify_video/2045898200750710784/vid/avc1/3840x2160/QgthrMBn78k5RAN7.mp4?tag=21
'2045995291623702883',Lot of rocket landings!,en,Tweet,1260,76572,7065,2975,53186506,2026-04-19 18:37:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045977319316349171',@nima_owji Try it out,en,Reply,36,1560,137,349,63968,2026-04-19 17:26:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045892956213911776',@JeffBezos Congrats,en,Reply,446,66004,1015,1279,1225811,2026-04-19 11:51:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045892483893330281',@andst7 They are such hypocrites,en,Reply,0,8967,602,417,122402,2026-04-19 11:49:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045877817611599956',"RT @undefined: Alex Soros alla conferenza dei progressisti a Barcellona, insieme a Elly Schlein, che attacca Elon Musk. Non solo presenza: Soros contribuisce anche all’organizzazione.

Morale della favola: se un multimiliardario americano finanzia e sostiene la sinistra europea con soldi fatti tramite speculazione finanziaria, è tutto legittimo. Se un altro imprenditore americano si limita a esprimere opinioni a favore di idee condivise da partiti di destra, diventa un pericolo per la democrazia.

Ok",it,Retweet,437,12324,2961,697,1101032,2026-04-19 10:50:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045891479378542927',Try it out!,en,Tweet,8785,47087,6659,3568,23908249,2026-04-19 11:45:14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045870512346427698',@HumbleFlow Dirty Sánchez is guilty of high treason,tl,Reply,520,63048,7664,1883,773036,2026-04-19 10:21:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045867502375424295',"RT @undefined: ""Things will just be free in the future. Sounds nuts, but if you've got an AI or robotics economy that is anywhere close to million times the size of the current Earth economy, literally any need you possibly want can be met. If you can think of it, you can have it""

一 Elon Musk https://t.co/wocaKUWBuh",en,Retweet,717,7194,2178,1785,1056504,2026-04-19 10:09:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/2045867173789442048/vid/avc1/1528x1080/nQatI6YAfd3NIg0N.mp4?tag=21
'2045772621376086142',"RT @undefined: Just got access to Grok 4.3 and the first thing I did was throw the hardest task I usually run on claude to test it

gave it a complex research prompt on deepseek: 
>thought for 13 mins and 17 seconds 
>created a project folder on its own
>produced multiple files, cross-referenced with source verification
>8,365 words 

this model is serious for hardcore research",en,Retweet,362,3659,1043,300,836887,2026-04-19 03:52:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/HGQLWryXEAA3EJi.jpg,https://pbs.twimg.com/media/HGQLWrwXsAAqve8.jpg"
'2045865653564027090',@ClassicLearner @VladTheInflator Good question,en,Reply,25,744,68,104,62369,2026-04-19 10:02:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045854959502086410',RT @undefined: Fury As Nigerian Migrant Caught Cooking Cat In Public Park Next To Children's Playground https://t.co/vSMGRGByve,en,Retweet,549,8019,2887,948,988044,2026-04-19 09:20:07,"<a href=""https://www.zerohedge.com"" rel=""nofollow"">Zero Hedge Publisher III</a>",,https://www.zerohedge.com/geopolitical/fury-nigerian-migrant-caught-cooking-cat-public-park-next-childrens-playground,,
'2045864665625026765',@RiseAgainstEvil This happened,en,Reply,0,6409,492,369,146900,2026-04-19 09:58:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045864307792236619',@ianmiles It works,en,Reply,71,2134,158,210,82903,2026-04-19 09:57:15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045765381902815694',"RT @undefined: @NoticerNews True 
https://t.co/reGkERn4Sn",en,Retweet,156,4461,1692,875,1046411,2026-04-19 03:24:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://x.com/i/grok/share/7f9d8d5154ba4c2aa01d5c75d87280aa,,
'2045765381902815694',"@NoticerNews True 
https://t.co/reGkERn4Sn",en,Reply,156,4461,1692,875,1046411,2026-04-19 03:24:10,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://x.com/i/grok/share/7f9d8d5154ba4c2aa01d5c75d87280aa,,
'2045764979882938640',@AdamLowisz Grok 5,en,Reply,255,5818,403,673,1089032,2026-04-19 03:22:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045764832373449112',True,en,Tweet,1195,45487,7631,4256,16094965,2026-04-19 03:21:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045762891824214313',@Rothmus True,en,Reply,21,1034,96,137,35868,2026-04-19 03:14:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045762097460736238',@GadSaad Noted,en,Reply,39,3621,148,195,64480,2026-04-19 03:11:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045756882355429806',@ianmiles Many such stories,en,Reply,0,3591,241,349,82206,2026-04-19 02:50:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045647162361643183',"RT @undefined: These redwoods are older than many civilizations 

Many were already growing while the Roman Empire was still around https://t.co/wLzbjsBQgb",en,Retweet,338,10510,1731,531,899661,2026-04-18 19:34:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/HGOZPJwaUAAOiL1.jpg,https://pbs.twimg.com/media/HGOZPJrboAA-t9T.jpg"
'2045756517232841093',@realpatriotM I grew up in #2,en,Reply,0,6465,345,1160,341579,2026-04-19 02:48:56,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045756267705377111',@TheAliceSmith Indeed 😑,en,Reply,0,1749,121,120,37935,2026-04-19 02:47:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045754847933440451',@BasedMikeLee Insane,tr,Reply,38,9395,401,204,87255,2026-04-19 02:42:18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045740617905717504',@vocalcry It’s uncanny 😂,en,Reply,0,2527,102,280,134059,2026-04-19 01:45:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045650832826503384',@AhmedSharif Yes ❤️,und,Reply,0,3231,168,265,74844,2026-04-18 19:48:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045623747038605635',RT @undefined: Dr. Sowell got it a long time ago.,en,Retweet,1889,35643,11433,1051,1963314,2026-04-18 18:01:21,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2045647384831799510',For good reason,en,Tweet,4697,272050,33746,8667,45674792,2026-04-18 19:35:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045647028919910748',@GadSaad @TheAliceSmith Yes,und,Reply,0,1225,99,125,49272,2026-04-18 19:33:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045314524962545861',"RT @undefined: Stanford paid 35,000 people to quit Facebook and Instagram for 6 weeks

Depression dropped. Anxiety dropped. Happiness went up. Women under 25 on Instagram saw the biggest gains

That was 6 weeks. I'm going a full year. https://t.co/CJvCeuSx9m",en,Retweet,11818,48233,10181,1373,3741621,2026-04-17 21:32:37,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HGJqe6Db0AATxAl.jpg
'2045634822912213344',@visegrad24 😳,qme,Reply,0,4311,192,420,302673,2026-04-18 18:45:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045634291456147881',@SenEricSchmitt 🇺🇸,qme,Reply,0,2806,166,201,51875,2026-04-18 18:43:15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045413115966165330',"RT @undefined: Both Gemini and Grok are underrated. I used to champion Gemini for a while, but lately I've been very happy with Grok, especially since the Grok 4.20 release with multi-agent.

And now we have Grok 4.3!",en,Retweet,213,4280,1258,532,1431551,2026-04-18 04:04:23,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2045632911861555366',@IngrahamAngle Wow,und,Reply,30,2683,119,155,102398,2026-04-18 18:37:46,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045632730051100713',@Will_Tanner_1 Horrifying,en,Reply,44,8388,342,228,90086,2026-04-18 18:37:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045632424089112931',@nypost It will happen,en,Reply,473,12740,832,3097,546200,2026-04-18 18:35:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045631699586003417',@mattvanswol Wow,und,Reply,18,991,82,142,46004,2026-04-18 18:32:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2045631509382730012',@Kazanjy !!,qam,Reply,0,1063,77,118,39233,2026-04-18 18:32:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
